date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:04:03	736/736	---MC-	200	added ('OK')	text/javascript	date:Mon,%2007%20Sep%202020%2021:04:03%20GMT	https://www.google.com/recaptcha/api.js	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.google.com/recaptcha/api.js	(from https://www.constructorainsur.com/index.php)
16:04:04	14454/14454	---M-Z	200	added ('OK')	text/html	date:Mon,%2007%20Sep%202020%2021:04:03%20GMT	https://www.constructorainsur.com/conocenos.php	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/conocenos.html	(from https://www.constructorainsur.com/index.php)
16:04:05	24524/24524	---M-Z	200	added ('OK')	text/html	date:Mon,%2007%20Sep%202020%2021:04:04%20GMT	https://www.constructorainsur.com/servicios.php	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/servicios.html	(from https://www.constructorainsur.com/index.php)
16:04:05	25198/25198	---M-Z	200	added ('OK')	text/html	date:Mon,%2007%20Sep%202020%2021:04:05%20GMT	https://www.constructorainsur.com/proyectos.php	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/proyectos.html	(from https://www.constructorainsur.com/index.php)
16:04:06	15543/15543	---M-Z	200	added ('OK')	text/html	date:Mon,%2007%20Sep%202020%2021:04:06%20GMT	https://www.constructorainsur.com/clientes.php	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/clientes.html	(from https://www.constructorainsur.com/index.php)
16:04:07	12272/12272	---M-Z	200	added ('OK')	text/html	date:Mon,%2007%20Sep%202020%2021:04:06%20GMT	https://www.constructorainsur.com/contacto.php	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/contacto.html	(from https://www.constructorainsur.com/index.php)
16:04:08	246/246	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2007%20Sep%202020%2021:04:07%20GMT	https://www.constructorainsur.com/ing	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/ing	(from https://www.constructorainsur.com/index.php)
16:04:08	5451/5451	---M--	200	added ('OK')	image/jpeg	date:Fri,%2020%20Mar%202020%2019:51:24%20GMT	https://www.constructorainsur.com/images/logo_menu.jpg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/logo_menu.jpg	(from https://www.constructorainsur.com/index.php)
16:04:08	51417/51417	---M-Z	200	added ('OK')	text/html	date:Mon,%2007%20Sep%202020%2021:04:07%20GMT	https://www.constructorainsur.com/ing/	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/ing/index.html	(from https://www.constructorainsur.com/index.php)
16:04:08	470/470	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jul%202017%2018:08:16%20GMT	https://www.constructorainsur.com/images/idioma.png	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/idioma.png	(from https://www.constructorainsur.com/index.php)
16:04:09	242/242	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jul%202017%2018:08:11%20GMT	https://www.constructorainsur.com/images/face.png	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/face.png	(from https://www.constructorainsur.com/index.php)
16:04:09	162703/162703	---M--	200	added ('OK')	image/jpeg	date:Fri,%2020%20Mar%202020%2019:32:24%20GMT	https://www.constructorainsur.com/images/insur-aniversario-logo.jpg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/insur-aniversario-logo.jpg	(from https://www.constructorainsur.com/index.php)
16:04:09	222707/222707	---M--	200	added ('OK')	image/jpeg	date:Mon,%2023%20Mar%202020%2023:15:57%20GMT	https://www.constructorainsur.com/images/insur-slide1.jpg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/insur-slide1.jpg	(from https://www.constructorainsur.com/index.php)
16:04:09	318900/318900	---M--	200	added ('OK')	image/jpeg	date:Mon,%2023%20Mar%202020%2023:16:09%20GMT	https://www.constructorainsur.com/images/insur-slide2.jpg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/insur-slide2.jpg	(from https://www.constructorainsur.com/index.php)
16:04:09	364954/364954	---M--	200	added ('OK')	image/jpeg	date:Mon,%2023%20Mar%202020%2023:10:31%20GMT	https://www.constructorainsur.com/images/inur-slide3.jpg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/inur-slide3.jpg	(from https://www.constructorainsur.com/index.php)
16:04:10	523/523	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jul%202017%2018:08:48%20GMT	https://www.constructorainsur.com/images/scrolldown.png	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/scrolldown.png	(from https://www.constructorainsur.com/index.php)
16:04:10	17710/17710	---M--	200	added ('OK')	image/png	date:Fri,%2020%20Mar%202020%2020:19:37%20GMT	https://www.constructorainsur.com/images/35.png	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/35.png	(from https://www.constructorainsur.com/index.php)
16:04:11	5129/5129	---M-Z	200	added ('OK')	text/html	date:Mon,%2007%20Sep%202020%2021:04:10%20GMT	https://www.constructorainsur.com/login_cv.php	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/login_cv.html	(from https://www.constructorainsur.com/index.php)
16:04:12	27891/27891	---M-Z	200	added ('OK')	text/html	date:Mon,%2007%20Sep%202020%2021:04:11%20GMT	https://www.constructorainsur.com/detalle.php?tipo=concluidos&proyecto=4	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/detalle0ab4.html	(from https://www.constructorainsur.com/index.php)
16:04:12	677/677	---M--	200	added ('OK')	image/png	date:Wed,%2013%20Nov%202019%2016:25:46%20GMT	https://www.constructorainsur.com/images/mexico.png	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/mexico.png	(from https://www.constructorainsur.com/index.php)
16:04:12	314887/314887	---M--	200	added ('OK')	image/jpeg	date:Tue,%2024%20Mar%202020%2018:50:51%20GMT	https://www.constructorainsur.com/images/proyectos/DSC_0184.JPG	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/proyectos/DSC_0184.jpg	(from https://www.constructorainsur.com/index.php)
16:04:13	469/469	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jul%202017%2018:07:59%20GMT	https://www.constructorainsur.com/images/btn_serv_mas.png	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/btn_serv_mas.png	(from https://www.constructorainsur.com/index.php)
16:04:13	27107/27107	---M-Z	200	added ('OK')	text/html	date:Mon,%2007%20Sep%202020%2021:04:12%20GMT	https://www.constructorainsur.com/detalle.php?tipo=concluidos&proyecto=27	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/detallecf3a.html	(from https://www.constructorainsur.com/index.php)
16:04:14	175/175	---M--	200	added ('OK')	image/png	date:Fri,%2030%20Aug%202019%2022:18:49%20GMT	https://www.constructorainsur.com/images/alemania.png	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/alemania.png	(from https://www.constructorainsur.com/index.php)
16:04:14	232398/232398	---M--	200	added ('OK')	image/png	date:Tue,%2024%20Mar%202020%2018:50:48%20GMT	https://www.constructorainsur.com/images/proyectos/BBRAUN_01.png	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/proyectos/BBRAUN_01.png	(from https://www.constructorainsur.com/index.php)
16:04:14	29865/29865	---M-Z	200	added ('OK')	text/html	date:Mon,%2007%20Sep%202020%2021:04:14%20GMT	https://www.constructorainsur.com/detalle.php?tipo=concluidos&proyecto=1	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/detalle456b.html	(from https://www.constructorainsur.com/index.php)
16:04:15	53959/53959	---M--	200	added ('OK')	image/png	date:Tue,%2024%20Mar%202020%2018:50:50%20GMT	https://www.constructorainsur.com/images/proyectos/truper.png	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/proyectos/truper.png	(from https://www.constructorainsur.com/index.php)
16:04:15	24071/24071	---M-Z	200	added ('OK')	text/html	date:Mon,%2007%20Sep%202020%2021:04:15%20GMT	https://www.constructorainsur.com/detalle.php?tipo=concluidos&proyecto=6	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/detallee762.html	(from https://www.constructorainsur.com/index.php)
16:04:16	389/389	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jul%202017%2018:07:59%20GMT	https://www.constructorainsur.com/images/canada.png	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/canada.png	(from https://www.constructorainsur.com/index.php)
16:04:16	202852/202852	---M--	200	added ('OK')	image/jpeg	date:Tue,%2024%20Mar%202020%2018:50:46%20GMT	https://www.constructorainsur.com/images/proyectos/NARMX-1.jpg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/proyectos/NARMX-1.jpg	(from https://www.constructorainsur.com/index.php)
16:04:16	31583/31583	---M-Z	200	added ('OK')	text/html	date:Mon,%2007%20Sep%202020%2021:04:16%20GMT	https://www.constructorainsur.com/detalle.php?tipo=concluidos&proyecto=8	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/detalle4d5c.html	(from https://www.constructorainsur.com/index.php)
16:04:17	491/491	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jul%202017%2018:08:02%20GMT	https://www.constructorainsur.com/images/china.png	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/china.png	(from https://www.constructorainsur.com/index.php)
16:04:17	248152/248152	---M--	200	added ('OK')	image/jpeg	date:Tue,%2024%20Mar%202020%2018:50:46%20GMT	https://www.constructorainsur.com/images/proyectos/IMG_0821.JPG	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/proyectos/IMG_0821.jpg	(from https://www.constructorainsur.com/index.php)
16:04:18	43639/43639	---M-Z	200	added ('OK')	text/html	date:Mon,%2007%20Sep%202020%2021:04:17%20GMT	https://www.constructorainsur.com/detalle.php?tipo=concluidos&proyecto=15	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/detalle6e21.html	(from https://www.constructorainsur.com/index.php)
16:04:18	95189/95189	---M--	200	added ('OK')	image/jpeg	date:Tue,%2024%20Mar%202020%2018:50:45%20GMT	https://www.constructorainsur.com/images/proyectos/ronal.jpg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/proyectos/ronal.jpg	(from https://www.constructorainsur.com/index.php)
16:04:18	10734/10734	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2030%20Mar%202020%2018:05:12%20GMT	https://www.constructorainsur.com/images/01_TRUPER.svg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/01_TRUPER.svg	(from https://www.constructorainsur.com/index.php)
16:04:19	5786/5786	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2030%20Mar%202020%2018:06:14%20GMT	https://www.constructorainsur.com/images/2-advance.svg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/2-advance.svg	(from https://www.constructorainsur.com/index.php)
16:04:19	4121/4121	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Mar%202020%2018:08:35%20GMT	https://www.constructorainsur.com/images/3-fitesa.jpg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/3-fitesa.jpg	(from https://www.constructorainsur.com/index.php)
16:04:19	3557/3557	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2030%20Mar%202020%2018:21:17%20GMT	https://www.constructorainsur.com/images/4-irritec.svg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/4-irritec.svg	(from https://www.constructorainsur.com/index.php)
16:04:19	9524/9524	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2030%20Mar%202020%2018:22:58%20GMT	https://www.constructorainsur.com/images/5-narmco.svg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/5-narmco.svg	(from https://www.constructorainsur.com/index.php)
16:04:19	20900/20900	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jul%202017%2018:08:06%20GMT	https://www.constructorainsur.com/images/ctesnucitec.jpg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/ctesnucitec.jpg	(from https://www.constructorainsur.com/index.php)
16:04:20	3353/3353	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2030%20Mar%202020%2018:25:36%20GMT	https://www.constructorainsur.com/images/6-ronalgroup.svg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/6-ronalgroup.svg	(from https://www.constructorainsur.com/index.php)
16:04:20	3018/3018	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Mar%202020%2022:47:51%20GMT	https://www.constructorainsur.com/images/8-aceway.jpg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/8-aceway.jpg	(from https://www.constructorainsur.com/index.php)
16:04:20	4207/4207	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Mar%202020%2022:48:43%20GMT	https://www.constructorainsur.com/images/8-asimex.jpg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/8-asimex.jpg	(from https://www.constructorainsur.com/index.php)
16:04:20	7216/7216	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2030%20Mar%202020%2022:46:23%20GMT	https://www.constructorainsur.com/images/7-grapuc.svg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/7-grapuc.svg	(from https://www.constructorainsur.com/index.php)
16:04:21	3070/3070	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2030%20Mar%202020%2022:58:49%20GMT	https://www.constructorainsur.com/images/10-mapei.svg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/10-mapei.svg	(from https://www.constructorainsur.com/index.php)
16:04:21	5797/5797	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2030%20Mar%202020%2022:58:59%20GMT	https://www.constructorainsur.com/images/11-kirchoff.svg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/11-kirchoff.svg	(from https://www.constructorainsur.com/index.php)
16:04:21	2816/2816	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2030%20Mar%202020%2023:00:21%20GMT	https://www.constructorainsur.com/images/12-mexicana.svg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/12-mexicana.svg	(from https://www.constructorainsur.com/index.php)
16:04:21	4545/4545	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Mar%202020%2023:00:29%20GMT	https://www.constructorainsur.com/images/13-ricsa.jpg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/13-ricsa.jpg	(from https://www.constructorainsur.com/index.php)
16:04:22	13143/13143	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jul%202017%2018:08:47%20GMT	https://www.constructorainsur.com/images/rocktenn.jpg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/rocktenn.jpg	(from https://www.constructorainsur.com/index.php)
16:04:22	6022/6022	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jul%202017%2018:09:04%20GMT	https://www.constructorainsur.com/images/sika_-.jpg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/sika_-.jpg	(from https://www.constructorainsur.com/index.php)
16:04:22	2921/2921	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2030%20Mar%202020%2023:58:51%20GMT	https://www.constructorainsur.com/images/yakult.svg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/yakult.svg	(from https://www.constructorainsur.com/index.php)
16:04:22	5241/5241	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Mar%202020%2023:02:35%20GMT	https://www.constructorainsur.com/images/15-caneels.jpg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/15-caneels.jpg	(from https://www.constructorainsur.com/index.php)
16:04:23	6932/6932	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Mar%202020%2023:01:36%20GMT	https://www.constructorainsur.com/images/14-laQuinta.jpg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/14-laQuinta.jpg	(from https://www.constructorainsur.com/index.php)
16:04:23	4569/4569	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2030%20Mar%202020%2023:30:50%20GMT	https://www.constructorainsur.com/images/32-cooperstandard.svg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/32-cooperstandard.svg	(from https://www.constructorainsur.com/index.php)
16:04:23	11521/11521	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2030%20Mar%202020%2023:05:21%20GMT	https://www.constructorainsur.com/images/17-facet.svg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/17-facet.svg	(from https://www.constructorainsur.com/index.php)
16:04:23	3473/3473	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Mar%202020%2023:07:11%20GMT	https://www.constructorainsur.com/images/18-plasti.jpg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/18-plasti.jpg	(from https://www.constructorainsur.com/index.php)
16:04:24	1798/1798	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2030%20Mar%202020%2023:07:21%20GMT	https://www.constructorainsur.com/images/19-revlon.svg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/19-revlon.svg	(from https://www.constructorainsur.com/index.php)
16:04:24	5000/5000	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Mar%202020%2023:13:00%20GMT	https://www.constructorainsur.com/images/20-bandag.jpg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/20-bandag.jpg	(from https://www.constructorainsur.com/index.php)
16:04:24	4521/4521	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2030%20Mar%202020%2023:13:50%20GMT	https://www.constructorainsur.com/images/21-rubbermind.svg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/21-rubbermind.svg	(from https://www.constructorainsur.com/index.php)
16:04:24	5012/5012	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2030%20Mar%202020%2023:14:44%20GMT	https://www.constructorainsur.com/images/22-elica.svg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/22-elica.svg	(from https://www.constructorainsur.com/index.php)
16:04:25	5007/5007	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Mar%202020%2023:26:12%20GMT	https://www.constructorainsur.com/images/22alpina.jpg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/22alpina.jpg	(from https://www.constructorainsur.com/index.php)
16:04:25	16096/16096	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2030%20Mar%202020%2023:15:52%20GMT	https://www.constructorainsur.com/images/23-stempco.svg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/23-stempco.svg	(from https://www.constructorainsur.com/index.php)
16:04:25	25986/25986	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2030%20Mar%202020%2023:16:08%20GMT	https://www.constructorainsur.com/images/24-moelo.svg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/24-moelo.svg	(from https://www.constructorainsur.com/index.php)
16:04:25	1671/1671	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2030%20Mar%202020%2023:17:24%20GMT	https://www.constructorainsur.com/images/24ppg.svg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/24ppg.svg	(from https://www.constructorainsur.com/index.php)
16:04:25	3807/3807	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2030%20Mar%202020%2023:17:33%20GMT	https://www.constructorainsur.com/images/25-inter.svg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/25-inter.svg	(from https://www.constructorainsur.com/index.php)
16:04:26	6012/6012	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2030%20Mar%202020%2023:18:32%20GMT	https://www.constructorainsur.com/images/26-condumex.svg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/26-condumex.svg	(from https://www.constructorainsur.com/index.php)
16:04:26	8580/8580	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2030%20Mar%202020%2023:18:40%20GMT	https://www.constructorainsur.com/images/27-inland.svg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/27-inland.svg	(from https://www.constructorainsur.com/index.php)
16:04:26	4643/4643	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2030%20Mar%202020%2023:19:43%20GMT	https://www.constructorainsur.com/images/28-interceramic.svg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/28-interceramic.svg	(from https://www.constructorainsur.com/index.php)
16:04:26	7006/7006	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2030%20Mar%202020%2023:19:53%20GMT	https://www.constructorainsur.com/images/29-shering.svg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/29-shering.svg	(from https://www.constructorainsur.com/index.php)
16:04:27	4794/4794	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Mar%202020%2023:27:17%20GMT	https://www.constructorainsur.com/images/crinamex.jpg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/crinamex.jpg	(from https://www.constructorainsur.com/index.php)
16:04:27	7712/7712	---M--	200	added ('OK')	image/jpeg	date:Thu,%2009%20Nov%202017%2017:21:19%20GMT	https://www.constructorainsur.com/images/c-durango.jpg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/c-durango.jpg	(from https://www.constructorainsur.com/index.php)
16:04:27	5481/5481	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2030%20Mar%202020%2023:22:13%20GMT	https://www.constructorainsur.com/images/30-braun.svg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/30-braun.svg	(from https://www.constructorainsur.com/index.php)
16:04:27	3930/3930	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2030%20Mar%202020%2023:22:20%20GMT	https://www.constructorainsur.com/images/31-carrier.svg	C:/My%20Web%20Sites/ConstruccionWeb/ConstruccionWeb/www.constructorainsur.com/images/31-carrier.svg	(from https://www.constructorainsur.com/index.php)
